element_id,parentelement_id,cat1,cat2,num1,num2,num3,num4,num5,num6,num7,num8,num9,num10
Child21_1,Child2_4,i,c,37.951450497,53.0947486536,71.1296174037,65.6381338373,93.9374765663,1.14633990376,74.8560557469,68.2365449233,85.7525696479,54.8722428739
Child21_2,Child2_11,j,f,97.3298886982,79.8822035062,61.3104317507,84.7339763291,25.3021447235,29.6497030981,70.7804504667,66.8112025065,1.61990885544,60.3552750096
Child21_3,Child2_18,c,a,42.9555769301,71.6966742643,67.6978247157,76.1714315559,76.3206941724,55.467094271,37.7062598106,90.93613604,45.6689103413,3.52061499328
Child21_4,Child2_7,g,h,59.6168286076,33.8826550432,52.6256066764,38.6625484382,99.1709416827,52.2989336055,9.36731213369,60.6958714991,28.3708103257,10.6809644885
Child21_5,Child2_5,e,h,17.7835624253,95.0883766621,86.1940562764,77.20981216,13.5869682228,57.1539742164,29.7505997943,98.4009715172,99.8631890412,48.8835159837
Child21_6,Child2_6,d,g,29.5836494414,56.5890577505,49.8835204899,31.9810933996,81.0054987811,48.4224863756,61.6617726085,72.3682996068,4.6374361568,72.3355145339
Child21_7,Child2_16,d,g,92.0955044124,32.4188561813,96.076503426,2.92426941951,50.7662536221,65.0923185684,5.82418000632,38.2070731936,27.630475759,49.4283138498
Child21_8,Child2_15,j,h,46.7643276353,35.3935009295,44.1982072011,83.7226019278,64.3505566987,1.26150855724,89.5329029104,26.7378920697,80.4057177694,52.5314326233
Child21_9,Child2_15,f,f,2.8812330672,53.7931574656,6.04174544129,62.9863826457,49.4385951346,56.0613519285,85.9495115172,30.2071200291,42.6937214136,45.3113167869
Child21_10,Child2_5,e,d,24.8749927809,17.7679930187,39.8308063623,42.4406195668,41.9068954748,61.0035014842,87.8711216564,15.8526295433,90.1448691249,94.6466570126
Child21_11,Child2_1,g,i,16.0962534601,13.1275136609,25.306739669,42.0633499619,0.644467088583,14.8424959155,45.2146874444,90.0085970285,57.9428300556,75.7353198769
Child21_12,Child2_17,e,a,96.868907704,50.7236329415,21.7170814152,35.2666588178,52.4463999337,57.4808549133,72.8924501877,95.1089138038,91.2569939814,35.4730285933
