element_id,parentelement_id,cat1,cat2,num1,num2,num3,num4,num5,num6,num7,num8,num9,num10
Child1_1,Parent_5,f,e,54.1642885471,25.2219781797,22.1980564434,72.2023136812,91.8143382268,39.4871821484,37.2352021422,83.950558009,85.5370278892,52.9949786591
Child1_2,Parent_3,e,b,47.5427937105,40.4991846839,94.448239609,76.5587489514,75.467211937,39.7981010245,82.7846255276,76.3437726089,11.6674946288,7.60190943053
Child1_3,Parent_4,f,c,63.413970337,59.7282591957,11.2675778929,90.0813750428,0.415188125749,55.853656063,0.0719308299333,2.39103149259,67.1009483067,33.0989949637
Child1_4,Parent_2,i,i,62.0765970129,24.5103113396,11.1806114227,63.322071606,56.9269638514,8.96097457095,98.5774194738,57.6805376707,21.279402286,98.9166532057
Child1_5,Parent_4,g,i,29.41128804,65.1425428314,2.08700215002,38.7153424306,19.2329404036,3.31890446116,73.4081436453,65.867318612,23.2274998227,54.08553337
Child1_6,Parent_2,b,f,84.3495846763,46.6602596096,13.0641956942,39.1153401776,82.3859316082,42.5967823684,52.4550572671,2.35759013682,87.7872717983,14.0141170525
Child1_7,Parent_1,f,c,63.6596768541,80.7881817409,12.9853977403,19.4227742567,30.623969198,26.3071132295,99.6837121497,58.9361441196,60.7223483988,21.5866134452
Child1_8,Parent_3,f,g,54.3141435148,38.2966324401,85.2653125371,35.1550716173,30.2324096454,95.1940180709,36.1568358318,71.4946880698,15.5377486246,17.7560560201
Child1_9,Parent_1,a,a,63.1588763552,78.5632973528,64.6708220329,12.5786451022,87.5080084921,27.3370713765,57.112461089,50.9301707768,86.0122865617,20.2390916976
Child1_10,Parent_5,a,a,81.3166023864,29.7176434756,48.0860950747,62.2076547935,13.2344076645,0.922137928928,62.2526826948,89.3747499654,74.2918266152,60.1583805465
